City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
470,Manati,PR,18.4275,-66.4921,74.57,92,79,5.59,broken clouds
471,Tomatlan,MX,19.9333,-105.25,63.91,75,0,2.15,clear sky
472,Charagua,BO,-19.8,-63.2167,60.19,58,83,3.53,broken clouds
473,Qui Nhon,VN,13.7667,109.2333,85.6,65,0,10.4,clear sky
474,Angoche,MZ,-16.2325,39.9086,77.72,82,85,1.86,overcast clouds
475,Plettenberg Bay,ZA,-34.0527,23.3716,60.42,82,38,4.59,scattered clouds
476,Garowe,SO,8.4054,48.4845,71.44,50,4,3.09,clear sky
477,Tura,IN,25.5198,90.2201,86.34,40,0,4.38,clear sky
478,Ondangwa,NA,-17.9167,15.95,57.2,100,6,3.44,clear sky
479,Tera,NE,14.0078,0.7531,80.82,12,61,14.05,broken clouds
480,Sakakah,SA,29.9697,40.2064,45.97,43,0,6.33,clear sky
481,Catanduva,BR,-21.1378,-48.9728,69.82,92,21,3.74,few clouds
482,San Policarpo,PH,12.1791,125.5072,82.42,77,99,10.38,overcast clouds
483,Beloye,UA,48.4952,39.0505,37.98,80,100,14.7,light rain
484,Whitecourt,CA,54.1502,-115.6855,24.04,93,100,10.36,overcast clouds
485,Noumea,NC,-22.2763,166.4572,84.18,73,80,16.35,broken clouds
486,Deputatskiy,RU,69.3,139.9,4.87,85,54,3.94,broken clouds
487,Vokhma,RU,58.9303,46.7586,29.8,94,100,16.55,light snow
488,Ust-Nera,RU,64.5667,143.2,7.95,86,94,5.39,overcast clouds
489,Alice Springs,AU,-23.7,133.8833,85.55,10,0,8.05,clear sky
490,Timra,SE,62.487,17.3257,31.68,74,100,3.44,overcast clouds
491,Svetlaya,RU,46.5389,138.3297,39.15,71,34,13.4,scattered clouds
492,Vrangel,RU,42.7297,133.0839,39.13,66,95,17.47,overcast clouds
493,Gull Lake,CA,50.1001,-108.4847,32.7,52,71,16.96,broken clouds
494,Tilichiki,RU,60.4667,166.1,17.2,72,24,1.97,few clouds
495,Ngunguru,NZ,-35.6167,174.5,66.04,70,100,12.01,overcast clouds
496,Kjopsvik,NO,68.097,16.3742,28.17,84,100,8.81,overcast clouds
497,Masuguru,TZ,-11.3667,38.4167,72.5,97,44,2.06,scattered clouds
498,Maracacume,BR,-2.0428,-45.9592,73.58,99,97,2.3,overcast clouds
499,Santa Luzia,BR,-19.7697,-43.8514,74.3,73,0,3.44,clear sky
500,Killybegs,IE,54.6333,-8.45,47.19,77,43,6.06,scattered clouds
501,Tonj,SS,7.2737,28.6822,73.83,17,78,2.48,broken clouds
502,Almaty,KZ,43.25,76.95,40.91,81,100,17.9,light rain
503,Joura,IN,26.3411,77.8115,92.59,8,0,9.42,clear sky
504,Isabela,PH,6.7085,121.9711,86.05,67,97,2.3,moderate rain
505,Channel-Port Aux Basques,CA,47.5702,-59.1367,34.07,87,98,11.34,overcast clouds
506,San Rafael,AR,-34.6177,-68.3301,66.18,23,5,5.77,clear sky
507,Mogadishu,SO,2.0371,45.3438,80.47,89,40,8.05,scattered clouds
508,Xique-Xique,BR,-10.8218,-42.7263,78.53,63,59,12.53,broken clouds
509,Hagere Hiywet,ET,8.9833,37.85,56.66,79,31,5.1,scattered clouds
510,Coronel,CL,-37.0167,-73.1333,52.07,92,0,4.94,clear sky
511,Baykit,RU,61.67,96.37,16.65,87,100,11.39,overcast clouds
512,Pinosava,RS,44.6953,20.4808,45.55,50,0,4.61,clear sky
513,Kostyantynivka,UA,48.5277,37.7069,39.94,58,100,16.51,light rain
514,Sabha,LY,27.0377,14.4283,56.25,16,74,14.7,broken clouds
515,The Valley,AI,18.217,-63.0578,77.09,68,12,12.41,few clouds
516,Markivka,UA,49.5229,39.5705,36.75,73,99,17.2,overcast clouds
517,Burnie,AU,-41.0667,145.9167,67.26,79,53,10.29,broken clouds
518,Dezful,IR,32.3811,48.4058,55.74,42,0,0.81,clear sky
519,San Luis,AR,-33.295,-66.3356,58.59,40,0,6.38,clear sky
520,Orlik,RU,52.5178,99.825,24.04,65,52,6.15,broken clouds
521,Tuatapere,NZ,-46.1333,167.6833,64.42,64,5,5.93,clear sky
522,Uvalde,US,29.3669,-99.767,72.59,11,0,10.36,clear sky
523,San Cristobal,VE,7.7669,-72.225,73.58,92,100,1.66,overcast clouds
524,High Level,CA,58.5169,-117.136,17.71,57,20,2.3,few clouds
525,Shelabolikha,RU,53.4131,82.6167,20.39,85,100,13.02,overcast clouds
526,Gudari,IN,19.35,83.7833,98.29,29,49,2.1,scattered clouds
527,Gorshechnoye,RU,51.5244,38.0365,29.08,81,72,19.44,broken clouds
528,Kirakira,SB,-10.4544,161.9205,82.13,82,97,9.86,overcast clouds
529,Asau,RO,46.4333,26.4,43.72,83,75,1.66,broken clouds
530,Zhaotong,CN,27.3167,103.7167,40.32,93,100,3.06,overcast clouds
531,Puerto Asis,CO,0.5133,-76.5007,70.25,98,100,1.45,light rain
532,Kharar,IN,30.7444,76.6478,87.4,13,0,9.1,clear sky
533,Balakhta,RU,55.38,91.6,15.37,85,93,4.23,overcast clouds
534,Inuvik,CA,68.3499,-133.7218,2.26,57,20,9.22,few clouds
535,Thunder Bay,CA,48.4001,-89.3168,12.18,44,0,11.5,clear sky
536,Kyra,RU,49.5776,111.9753,31.96,36,24,4.76,few clouds
537,Xudat,AZ,41.631,48.681,40.24,65,21,7.92,few clouds
538,Kidal,ML,18.4411,1.4078,78.37,12,20,12.71,few clouds
539,Vestmanna,FO,62.1564,-7.1664,43.72,93,75,18.41,broken clouds
540,Portland,US,45.5234,-122.6762,59.85,79,100,1.01,overcast clouds
541,Kenitra,MA,34.261,-6.5802,48.96,87,6,8.75,clear sky
542,Chirala,IN,15.8167,80.35,87.31,64,25,12.15,scattered clouds
543,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,65.66,41,96,2.68,overcast clouds
544,Kruisfontein,ZA,-34.0033,24.7314,58.89,92,2,4.18,clear sky
545,Atar,MR,20.5169,-13.0499,66.96,19,10,5.41,clear sky
546,Razdolinsk,RU,58.4211,94.6658,14.72,84,100,13.53,overcast clouds
547,Asyut,EG,27.181,31.1837,51.98,32,0,7.87,clear sky
548,Maroantsetra,MG,-15.4333,49.7333,78.12,86,54,1.88,broken clouds
549,Sonoma,US,38.55,-122.9011,55.72,75,100,2.59,overcast clouds
550,Thongwa,MM,16.7619,96.5278,86.16,48,62,5.53,broken clouds
551,Abnub,EG,27.2696,31.1511,52.83,31,0,8.05,clear sky
552,Sayat,TM,38.7839,63.8803,50.95,41,7,7.43,clear sky
553,Chokwe,MZ,-24.5333,32.9833,67.62,95,11,1.77,few clouds
554,Beyneu,KZ,45.3167,55.2,37.56,78,84,10.94,broken clouds
555,Hurricane,US,37.1753,-113.2899,71.02,18,39,4.09,scattered clouds
556,Cherskiy,RU,68.75,161.3,2.7,87,100,8.34,overcast clouds
557,Goksun,TR,38.021,36.4973,19.45,93,29,6.33,scattered clouds
558,Waipawa,NZ,-41.4122,175.5153,55.71,84,98,11.39,overcast clouds
559,Magangue,CO,9.242,-74.7547,79.47,81,48,3.22,scattered clouds
560,Talara,PE,-4.5772,-81.2719,73.27,81,99,11.86,overcast clouds
561,Mazatlan,MX,23.2167,-106.4167,69.91,88,24,3.0,few clouds
562,Ehingen,DE,48.2826,9.7275,37.89,65,0,2.3,clear sky
563,Pau Brasil,BR,-15.4642,-39.6511,70.05,96,28,0.69,scattered clouds
564,Matelandia,BR,-25.2408,-53.9964,57.36,85,0,0.89,clear sky
565,Bemidji,US,47.4736,-94.8803,11.91,66,0,12.66,clear sky
566,Krylovskaya,RU,46.3194,39.9711,42.3,69,99,31.81,overcast clouds
567,Mindelo,CV,16.8901,-24.9804,67.15,74,94,7.07,overcast clouds
568,Bambanglipuro,ID,-7.95,110.2833,84.67,70,66,6.8,broken clouds
569,Hvolsvollur,IS,63.7533,-20.2243,43.47,98,100,3.44,light rain
570,Zhanaozen,KZ,43.3,52.8,37.2,88,38,8.84,scattered clouds
571,Bitung,ID,1.4451,125.1824,90.45,70,100,4.38,overcast clouds
572,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,62.35,72,0,4.9,clear sky
573,Sola,VU,-13.8833,167.55,83.01,73,90,9.48,overcast clouds
574,Lagoa,PT,39.05,-27.9833,59.09,87,62,17.81,broken clouds
575,Araouane,ML,18.9048,-3.5265,79.59,30,62,7.52,broken clouds
576,Velika Kladusa,BA,45.1894,15.8117,44.87,62,0,1.07,clear sky
577,Kysyl-Syr,RU,63.8986,122.7617,23.77,89,100,8.43,overcast clouds
578,Port Said,EG,31.2565,32.2841,56.12,82,0,9.06,clear sky
579,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,52.03,33,61,3.94,broken clouds
580,Setermoen,NO,68.861,18.3486,16.11,90,98,5.21,overcast clouds
581,Robertsport,LR,6.7533,-11.3686,77.41,88,100,7.23,overcast clouds
582,Qarqin,AF,37.4185,66.0436,56.39,36,25,15.32,scattered clouds
583,Machaneng,BW,-23.1862,27.4886,63.28,97,41,4.94,scattered clouds
584,Ust-Uda,RU,54.1742,103.0304,23.72,67,72,11.9,broken clouds
585,Yenagoa,NG,4.9247,6.2642,78.55,90,16,3.67,few clouds
586,Coolum Beach,AU,-26.5333,153.1,80.11,79,70,9.35,broken clouds
587,Coruripe,BR,-10.1256,-36.1756,77.68,83,82,5.82,broken clouds
588,Novyy Urengoy,RU,66.0833,76.6333,-2.24,90,6,5.93,clear sky
589,Tumut,AU,-35.3,148.2167,80.46,30,100,9.64,overcast clouds
590,Shadrinsk,RU,56.0852,63.6335,7.34,95,69,8.77,broken clouds
591,Amazar,RU,53.858,120.875,33.67,65,15,5.5,few clouds
592,Atambua,ID,-9.1061,124.8925,81.73,73,27,3.0,scattered clouds
593,Kieta,PG,-6.2167,155.6333,82.94,77,99,3.58,moderate rain
594,Egvekinot,RU,66.3167,-179.1667,5.79,95,86,1.07,overcast clouds
595,Paita,PE,-5.0892,-81.1144,73.11,78,100,10.67,overcast clouds
596,Luganville,VU,-15.5333,167.1667,82.87,80,98,3.6,overcast clouds
597,Vila Velha,BR,-20.3297,-40.2925,76.95,86,25,1.99,scattered clouds
598,Shenjiamen,CN,29.9576,122.298,55.78,50,82,8.32,broken clouds
599,Caconda,AO,-13.7333,15.0667,59.79,85,100,1.86,overcast clouds
600,Savinskiy,RU,62.9342,40.1361,17.24,80,100,18.95,overcast clouds
601,Banikoara,BJ,11.2985,2.4386,80.53,14,6,6.6,clear sky
602,Lixourion,GR,38.2019,20.4314,53.19,64,100,2.01,overcast clouds
603,Lakatoro,VU,-16.0999,167.4164,82.99,78,100,3.38,light rain
604,Fort Nelson,CA,58.8053,-122.7002,24.84,98,100,2.89,overcast clouds
605,Tombouctou,ML,20.0,-3.0,76.87,39,65,3.65,broken clouds
606,Tshikapa,CD,-6.4167,20.8,70.18,93,97,1.9,overcast clouds
607,Villacarrillo,ES,38.1156,-3.0848,41.07,85,1,4.94,clear sky
608,Yerbogachen,RU,61.2767,108.0108,25.36,91,100,8.03,light snow
609,Zakamensk,RU,50.3741,103.2863,33.73,47,99,4.07,overcast clouds
610,Halifax,CA,44.6453,-63.5724,37.69,94,94,6.91,overcast clouds
611,Chapais,CA,49.7834,-74.8492,28.18,95,100,11.63,light snow
612,Olafsvik,IS,64.8945,-23.7142,34.66,74,100,9.44,overcast clouds
613,Castle Rock,US,39.3722,-104.8561,58.95,37,100,4.0,overcast clouds
614,Almaznyy,RU,48.0448,40.045,36.34,96,100,20.78,overcast clouds
615,Xianyang,CN,34.3378,108.7026,61.61,17,100,12.71,overcast clouds
616,Leh,IN,34.1667,77.5833,25.25,46,0,1.77,clear sky
617,Abu Dhabi,AE,24.4667,54.3667,72.97,71,0,25.52,clear sky
618,Mawlaik,MM,23.6333,94.4167,91.71,33,6,2.1,clear sky
619,Altamont,US,42.2068,-121.7372,56.79,25,0,12.66,clear sky
620,Flinders,AU,-34.5833,150.8552,73.38,79,99,5.84,light rain
621,Baruun-Urt,MN,46.6806,113.2792,36.52,13,0,15.12,clear sky
622,Yantikovo,RU,55.8216,47.9104,30.92,95,100,6.98,overcast clouds
623,Fortuna,US,40.5982,-124.1573,54.66,89,0,1.01,clear sky
624,Olhao,PT,37.0286,-7.8411,57.09,77,0,13.8,clear sky
625,Galeana,MX,24.8333,-100.0667,51.22,28,63,3.44,broken clouds
626,Southbridge,US,42.0751,-72.0334,41.16,92,100,1.99,overcast clouds
627,Kungurtug,RU,50.5994,97.5228,25.07,64,100,2.06,overcast clouds
628,Broome,US,42.2506,-75.833,38.7,77,100,10.36,overcast clouds
629,Varkkallai,IN,8.7341,76.7067,87.58,70,5,2.68,clear sky
630,Badnawar,IN,23.0167,75.2167,91.0,9,6,2.86,clear sky
631,Guinope,HN,13.8833,-86.9333,60.89,84,65,6.85,broken clouds
632,Kudligi,IN,14.9,76.3833,84.4,53,26,4.88,scattered clouds
633,Pathein,MM,16.7833,94.7333,92.53,43,27,9.08,scattered clouds
634,Ciudad Guayana,VE,8.3533,-62.6528,74.23,85,98,6.73,overcast clouds
635,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.99,99,100,4.79,moderate rain
636,Coquimbo,CL,-29.9533,-71.3436,61.92,84,7,4.07,clear sky
637,Rzhev,RU,56.2624,34.3282,22.77,82,100,21.21,overcast clouds
638,Tshela,CD,-4.9833,12.9333,73.98,99,100,0.78,light rain
639,Maine-Soroa,NE,13.2114,12.0241,69.96,18,25,13.33,scattered clouds
640,Bandar-E Lengeh,IR,26.5579,54.8807,77.99,41,0,9.95,clear sky
641,Port Lincoln,AU,-34.7333,135.8667,78.75,36,92,7.38,overcast clouds
642,Rio Gallegos,AR,-51.6226,-69.2181,50.13,59,100,26.4,overcast clouds
643,Arlit,NE,18.7369,7.3853,72.75,12,12,6.98,few clouds
644,Samana,DO,19.2056,-69.3369,72.03,85,86,4.25,overcast clouds
645,Lugovoy,KZ,42.9472,72.7644,46.0,67,98,6.29,overcast clouds
646,Le Vauclin,MQ,14.5452,-60.8388,75.25,83,20,4.61,few clouds
647,Cabedelo,BR,-6.9811,-34.8339,78.69,82,76,6.06,broken clouds
648,Andapa,MG,-14.65,49.65,72.3,96,71,0.83,broken clouds
649,Dakar,SN,14.6937,-17.4441,63.48,84,54,14.74,broken clouds
650,Jacqueville,CI,5.2052,-4.4146,78.58,81,100,1.41,overcast clouds
651,Winfield,US,37.2398,-96.9956,50.77,46,0,5.75,clear sky
652,Yulara,AU,-25.2406,130.9889,89.08,17,3,3.33,clear sky
653,Turbat,PK,26.0023,63.044,84.15,16,0,2.26,clear sky
654,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.18,89,80,13.98,broken clouds
655,Batangafo,CF,7.3008,18.2833,70.88,20,70,2.66,broken clouds
656,Arvika,SE,59.6553,12.5852,32.61,78,98,4.12,overcast clouds
657,Kurilsk,RU,45.2333,147.8833,34.92,95,100,19.24,overcast clouds
658,Wewak,PG,-3.5534,143.6268,79.5,87,100,13.24,overcast clouds
659,Mikuni,JP,36.2171,136.1519,52.29,68,99,6.2,overcast clouds
660,Benicia,US,38.0494,-122.1586,60.28,76,100,1.01,overcast clouds
661,Whitehorse,CA,60.7161,-135.0538,23.45,94,100,1.32,overcast clouds
662,Rio Cuarto,AR,-33.1307,-64.3499,60.31,40,0,6.38,clear sky
663,Oyama,JP,36.3,139.8,69.6,39,93,5.19,overcast clouds
664,Alta Floresta,BR,-9.8756,-56.0861,71.87,97,98,2.35,overcast clouds
665,Alexandria,EG,31.2156,29.9553,57.36,70,0,9.55,clear sky
666,Holoby,UA,51.0865,25.0077,32.05,53,82,17.38,broken clouds
667,Skibbereen,IE,51.55,-9.2667,52.11,87,0,12.5,clear sky
668,Marabba,SD,12.35,32.1833,68.77,12,79,12.19,broken clouds
669,Qinhuangdao,CN,39.9317,119.5883,51.73,16,0,16.22,clear sky
670,Mirabad,AF,30.4362,61.8383,64.87,27,0,17.27,clear sky
671,Wao,PH,7.6833,124.6833,69.57,83,100,2.33,moderate rain
672,Sorland,NO,67.667,12.6934,32.54,86,100,23.69,light snow
673,Astana,KZ,51.1801,71.446,28.35,86,75,8.95,broken clouds
674,Walla Walla,US,46.0646,-118.343,59.54,69,0,9.22,clear sky
675,Chadan,RU,51.2833,91.5833,15.82,84,100,1.9,overcast clouds
676,Laukaa,RU,58.7372,29.8453,21.96,76,100,15.7,overcast clouds
677,Zhoucheng,CN,35.9122,116.3117,57.0,14,54,13.35,broken clouds
678,Lahti,RU,59.9911,30.1597,23.2,63,100,15.46,overcast clouds
679,Gamba,GA,-2.65,10.0,77.43,91,100,8.88,light rain
680,Mercedes,AR,-34.6515,-59.4307,55.78,91,0,6.2,clear sky
681,Sawankhalok,TH,17.316,99.8319,96.46,35,38,4.43,scattered clouds
682,Chimore,BO,-16.9833,-65.1333,66.92,96,98,1.66,overcast clouds
683,Pali,IN,25.7667,73.3333,89.42,14,2,9.01,clear sky
684,Centerville,US,39.6284,-84.1594,30.72,77,100,8.01,overcast clouds
685,Atherton,GB,53.5237,-2.4935,45.43,85,5,2.57,clear sky
686,Abaete,BR,-19.16,-45.4458,71.06,72,34,1.63,scattered clouds
687,Carutapera,BR,-1.195,-46.02,75.65,94,99,4.03,light rain
688,Alwar,IN,27.5667,76.6,92.41,8,0,6.42,clear sky
689,Tabory,RU,58.5198,64.5495,16.63,75,28,11.14,scattered clouds
690,Townsville,AU,-19.25,146.8,88.68,48,45,13.8,scattered clouds
691,Jiuquan,CN,39.7432,98.5174,53.73,15,88,13.11,overcast clouds
692,Ocos,GT,14.5094,-92.1933,81.57,73,58,4.72,broken clouds
693,Micheweni,TZ,-4.9667,39.8333,81.32,78,79,4.54,broken clouds
694,Saint-Paul,RE,-21.0096,55.2707,79.74,70,2,3.42,clear sky
695,Henties Bay,NA,-22.116,14.2845,63.09,85,0,3.29,clear sky
696,Honningsvag,NO,70.9821,25.9704,24.55,68,40,11.5,scattered clouds
697,Basavakalyan,IN,17.8667,76.95,92.07,18,32,5.86,scattered clouds
698,Nova Olinda Do Norte,BR,-3.8881,-59.0942,73.83,98,97,2.82,overcast clouds
699,Beidao,CN,34.5686,105.8933,62.38,28,43,11.99,scattered clouds
700,Dabrowa Tarnowska,PL,50.1746,20.9863,33.44,66,5,6.49,clear sky
701,Khawhai,IN,23.3667,93.1167,75.87,35,56,2.68,broken clouds
702,Mogoytuy,RU,51.2833,114.9167,32.59,23,72,8.16,broken clouds
703,Severodvinsk,RU,64.5635,39.8302,19.51,74,100,20.54,overcast clouds
